TestSat.UTCModJulian      TestSat.A1ModJulian       TestSat.Earth.Latitude    TestSat.Earth.Longitude   TestSat.Earth.Altitude    
30910.23310807770         30910.23353671638         -8.420546103871947        85.27060643279499         418.3938625594874         
30910.23416421336         30910.23459285203         -3.786797535229577        88.58919917171592         417.5638430959716         
30910.23521915813         30910.23564779681         0.8586886649004896        91.86559813245175         416.9594134396220         
30910.23607791663         30910.23650655531         4.639004612634038         94.53743940566557         416.6395717696860         
30910.23711281323         30910.23754145191         9.176793316313240         97.80234606030677         416.4592018116773         
30910.23816893544         30910.23859757412         13.76814843631659         101.2310090444302         416.4972778135188         
30910.23922694192         30910.23965558059         18.30500307919299         104.8169197743053         416.7419420908500         
30910.24028205469         30910.24071069336         22.74129585881865         108.6020601203167         417.1649526136180         
30910.24134018163         30910.24176882030         27.07187609980786         112.6730211317151         417.7347475814477         
30910.24239524097         30910.24282387964         31.23625785925354         117.0793961752422         418.4088543864600         
30910.24302236107         30910.24345099974         33.62155417716144         119.8956805601896         418.8422920489866         
30910.24379988314         30910.24422852181         36.46681630924489         123.6242581754339         419.3968107579958         
30910.24481943739         30910.24524807607         39.97281816860304         128.9666449723682         420.1248140878615         
30910.24587305572         30910.24630169439         43.26731740254828         135.1025193626755         420.8401769217580         
30910.24632483114         30910.24675346982         44.55860096978773         137.9425284917512         421.1254765367503         
30910.24654352543         30910.24697216410         45.15444890939228         139.3642633596825         421.2575961198336         
30910.24675786630         30910.24718650498         45.71888027561373         140.7877869423233         421.3828789730214         
30910.24710332421         30910.24753196289         46.58587043620854         143.1451194008005         421.5753076053552         
30910.24760978507         30910.24803842374         47.75550022909157         146.7412635892560         421.8341407522094         
30910.24831595805         30910.24874459672         49.16720948406333         152.0259817355152         422.1432882919134         
30910.24923212148         30910.24966076016         50.57753394686245         159.3084936254088         422.4433257300207         
30910.24996680551         30910.25039544419         51.33208503858469         165.4285544760947         422.5935612814010         
30910.25098810940         30910.25141674807         51.78449872559104         174.1832479556935         422.6602144576136         
